system:index,mean,value,.geo
000000000000000000dd,0.8073048521404362,7090.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,0.9703831997865554,7091.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,1.0015707977676596,7092.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,1.8685917098998748,7093.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,1.0195925069586074,7094.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,0.4237068646031213,7095.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,0.22147634082259257,7096.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,0.23468792451929119,7097.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,0.1713966152142228,7098.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,0.4022451291560004,7099.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,1.4438811934893028,7100.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,1.1331264876194087,7101.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9,1.1793823311916174,7102.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,0.8734465225827133,7103.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,0.7552375579281714,7104.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,1.1495715007937652,7105.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,1.9228616138589318,7106.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,2.531540462296874,7107.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,2.1080408235550268,7108.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,1.3229370513146705,7109.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,1.5876128466660961,7110.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,1.0687863822053802,7111.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,0.9148859339831867,7112.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,1.3981686087615952,7113.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,3.2781191546857658,7114.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,0.8814708475492508,7115.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,0.8881419727719632,7116.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,0.7414343603527196,7117.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,0.8197016971302964,7118.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,2.1511387809981373,7119.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,2.379654239161435,7120.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,1.1004818056779642,7121.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,1.3853339466876362,7122.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,1.415940889231167,7123.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,3.2086929531914326,7124.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,1.247524690359763,7125.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,2.2359120460041946,7126.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,4.953215007983416,7127.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,4.91103532770339,7128.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,0.9916464168843296,7129.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,4.795473670730467,7130.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,3.0055493656778007,7131.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,3.9547515486978164,7132.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,3.250392678147732,7133.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109,5.686392907111876,7134.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,2.4092922865636415,7135.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b,3.3250192098233993,7136.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c,5.077300365231046,7137.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d,4.056535391652959,7138.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e,1.3170618906026803,7139.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f,1.3624964680018685,7140.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110,1.5536408590676747,7141.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111,1.9264880643179445,7142.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112,2.193054757528676,7143.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
